RET_RR,RET_CG,RET_DCG,RET_NDCG,A_BL_BL,A_BL_PR,A_BL_BREV,A_BL_LR,A_BL_LEN,A_BL_REF_LEN,A_RG1,A_RG2,A_RGL,A_RGL_SUM,A_BERT_RAG_PR,A_BERT_RAG_RC,A_BERT_RAG_F1,A_BERT_PR,A_BERT_RC,A_BERT_F1,A_AR_PR,A_AR_RC,A_AR_F1,RET_RC_1,RET_RC_2,RET_RC_3,RET_RC_4,RET_RC_5,RET_RC_6,RET_RC_7,RET_RC_8,RET_RC_9,RET_RC_10,RET_PR_1,RET_PR_2,RET_PR_3,RET_PR_4,RET_PR_5,RET_PR_6,RET_PR_7,RET_PR_8,RET_PR_9,RET_PR_10,RET_F1_1,RET_F1_2,RET_F1_3,RET_F1_4,RET_F1_5,RET_F1_6,RET_F1_7,RET_F1_8,RET_F1_9,RET_F1_10,RET_AP_1,RET_AP_2,RET_AP_3,RET_AP_4,RET_AP_5,RET_AP_6,RET_AP_7,RET_AP_8,RET_AP_9,RET_AP_10
0.0,0,0.0,0.0,0.0,0.0045045045045045045,1.0,18.5,111,6,0.019047619047619046,0.0,0.019047619047619046,0.019047619047619046,0.7901709079742432,0.8236196041107178,0.8065485954284668,0.7808704376220703,0.8269282579421997,0.803239643573761,0.8605930805206299,0.8706119954586029,0.8655734658241272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.023076923076923078,1.0,3.611111111111111,65,18,0.15789473684210525,0.0,0.10526315789473684,0.10526315789473684,0.8227616548538208,0.8464364409446716,0.8344311714172363,0.826149582862854,0.8877160549163818,0.8558270335197449,0.8655309677124023,0.8677903413772583,0.8666591644287109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.002136752136752137,1.0,58.5,234,4,0.009569377990430622,0.0,0.009569377990430622,0.009569377990430622,0.7742223739624023,0.8851428031921387,0.8259753584861755,0.798956036567688,0.8748090267181396,0.8351637721061707,0.8956800103187561,0.8617224991321564,0.8782546818256378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.004807692307692308,1.0,18.571428571428573,260,14,0.02459016393442623,0.0,0.02459016393442623,0.02459016393442623,0.7766963243484497,0.8115059733390808,0.7937197089195251,0.8296365737915039,0.8414356708526611,0.8354944586753845,0.9461891651153564,0.9602856040000916,0.9531277716159821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.021267666943261737,1.0,11.0,165,15,0.0963855421686747,0.03658536585365854,0.07228915662650602,0.07228915662650602,0.8276498317718506,0.8743011951446533,0.8503361344337463,0.8497939109802246,0.8892374038696289,0.8690683245658875,0.8769786953926086,0.8931760787963867,0.8850027024745941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.004010695187165776,1.0,37.4,187,5,0.02424242424242424,0.0,0.02424242424242424,0.02424242424242424,0.7679383754730225,0.8076239824295044,0.7872813940048218,0.7802941203117371,0.8143266439437866,0.7969472408294678,0.9231651723384857,0.9242413640022278,0.9236964881420135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0007886435331230284,1.0,105.66666666666667,317,3,0.0,0.0,0.0,0.0,0.7310460805892944,0.8737000226974487,0.7960324287414551,0.7702548503875732,0.8820271492004395,0.8223603963851929,0.8490504324436188,0.8921367824077606,0.8700388371944427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.037729496247195356,1.0,4.185185185185185,113,27,0.17054263565891473,0.06299212598425197,0.1395348837209302,0.1395348837209302,0.8181952834129333,0.8352322578430176,0.8266260027885437,0.8514461517333984,0.8958048224449158,0.8730623722076416,0.8404126465320587,0.9113017916679382,0.8744210004806519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.013188718795884359,0.024801506549566945,1.0,12.333333333333334,444,36,0.13793103448275862,0.05445544554455447,0.08866995073891626,0.12807881773399016,0.7767640352249146,0.8356317281723022,0.8051232695579529,0.8285555839538574,0.8899362683296204,0.8581497669219971,0.8712570369243622,0.8860687911510468,0.8785667717456818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0017985611510791368,1.0,69.5,139,2,0.0,0.0,0.0,0.0,0.7808670401573181,0.9095139503479004,0.840295135974884,0.7780075669288635,0.9115078449249268,0.839483380317688,0.8049540221691132,0.8656603097915649,0.8342033326625824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
