link,info_page_url,html_page_url,CELEX_id
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32021R0101&qid=1698155004044&rid=83,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021R0101,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32021R0101,32021R0101
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22020A1231(05)&qid=1698155004044&rid=84,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:22020A1231(05),https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22020A1231(05),22020A1231(05)
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020D2253&qid=1698155004044&rid=85,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D2253,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020D2253,32020D2253
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020D2255&qid=1698155004044&rid=86,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D2255,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020D2255,32020D2255
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020R2155&qid=1698155004044&rid=87,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020R2155,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020R2155,32020R2155
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020R2156&qid=1698155004044&rid=88,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020R2156,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020R2156,32020R2156
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020D2123&qid=1698155004044&rid=89,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D2123,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020D2123,32020D2123
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020D2023&qid=1698155004044&rid=90,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D2023,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020D2023,32020D2023
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020D2022&qid=1698155004044&rid=91,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D2022,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020D2022,32020D2022
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020D2025&qid=1698155004044&rid=92,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D2025,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020D2025,32020D2025
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020D1479&qid=1698155004044&rid=93,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1479,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020D1479,32020D1479
https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020R1294&qid=1698155004044&rid=94,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020R1294,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32020R1294,32020R1294
